pId,cId,preWord,robotWord,postWord,symbolName,strategy,effect
149771,1A,cleaner,NULL,cleaner,cleaner,NA,NRMATCH
149771,1A,cello,NULL,cello,violin,NA,NRMATCH
149771,1A,OTHER,NULL,plate,plate,NA,NRCHANGE
149771,1A,OTHER,NULL,rocks,rocks,NA,NRCHANGE
149771,1A,fireplace,NULL,fireplace,fireplace,NA,NRMATCH
149771,1A,OTHER,NULL,cave,cave,NA,NRCHANGE
149771,1A,OTHER,"'sphere'",sphere,sphere,CHANGE,CHANGE
149771,1A,OTHER,"'cup'",OTHER,cup,CHANGE,MATCH
149771,1A,ship,"'boat'",ship,ship,CHANGE,MATCH
149771,1A,frog,NULL,frog,frog,NA,NRMATCH
149771,1A,OTHER,NULL,OTHER,router,NA,NRMATCH
149771,1A,OTHER,"'germs'",germs,microbes,CHANGE,CHANGE
149771,1A,doctor,NULL,doctor,doctor,NA,NRMATCH
149771,1A,"floppy disk",NULL,"floppy disk",floppy,NA,NRMATCH
149771,1A,OTHER,NULL,OTHER,drink,NA,NRMATCH
149771,1A,OTHER,NULL,umbrella,beach,NA,NRCHANGE
149771,1A,city,"'buildings'",city,city,CHANGE,MATCH
149771,1A,house,"'house'",house,house,MATCH,MATCH
149771,1A,"dollar coins","'money'",coins,money,CHANGE,CHANGE
149771,1A,artist,"'artist'",artist,artist,MATCH,MATCH
149771,1A,OTHER,NULL,OTHER,programmer,NA,NRMATCH
149771,1A,OTHER,"'pizza slice'","pizza slice",Q45,CHANGE,CHANGE
149771,1A,dagger,"'dagger'",dagger,knife,MATCH,MATCH
149771,1A,priest,"'priest'",,,MATCH,MATCH
149771,1A,chef,"'cook'",chef,cook,CHANGE,MATCH
149771,1A,"park bench",NULL,"park bench",bench,NA,NRMATCH
149771,1A,OTHER,NULL,door,door,NA,NRCHANGE
149771,1A,OTHER,NULL,clothes,clothes,NA,NRCHANGE
149771,1A,snake,"'serpent'",snake,snake,CHANGE,MATCH
149771,1A,OTHER,NULL,OTHER,runners,NA,NRMATCH
149771,1A,barrels,NULL,barrels,barrels,NA,NRMATCH
149771,1A,flower,NULL,flower,flower,NA,NRMATCH
149771,1A,woman,"'woman'",woman,woman,MATCH,MATCH
149771,1A,cop,NULL,cop,cop,NA,NRMATCH
149771,1A,pills,"'medicine'",pills,drugs,CHANGE,MATCH
149771,1A,butterfly,"'butterfly'",butterfly,moth,MATCH,MATCH
149771,1A,bat,NULL,bat,bat,NA,NRMATCH
149771,1A,OTHER,NULL,OTHER,sink,NA,NRMATCH
149771,1A,dog,"'dog'",dog,dog,MATCH,MATCH
149771,1A,bird,NULL,bird,pigeon,NA,NRMATCH
149771,1A,tree,NULL,tree,tree,NA,NRMATCH
149771,1A,OTHER,NULL,OTHER,pipe,NA,NRMATCH
149771,1A,apple,NULL,apple,peach,NA,NRMATCH
149771,1A,OTHER,NULL,pacman,videogame,NA,NRCHANGE
149771,1A,ipad,"'touchscreen'",ipad,touchpad,CHANGE,MATCH
149771,1A,laptop,"'computer'",laptop,laptop,CHANGE,MATCH
149771,1A,rat,"'mouse'",OTHER,mouse,CHANGE,CHANGE
149771,1A,"usb drive","'usb stick'","usb drive",USB,CHANGE,MATCH
149771,1A,cows,"'cows'",cows,cattle,MATCH,MATCH
149771,1A,OTHER,"'pollution'",OTHER,factory,CHANGE,MATCH
149771,1A,OTHER,"'thief'",OTHER,thief,CHANGE,MATCH
149771,1A,couch,"'couch'",sofa,couch,MATCH,CHANGE
149771,1A,flag,NULL,flag,flag,NA,NRMATCH
149771,1A,Terrorist,"'soldier'",soldier,soldier,CHANGE,CHANGE
149771,1A,OTHER,"'king'",king,king,CHANGE,CHANGE
149771,1A,cross,NULL,cross,cross,NA,NRMATCH
149771,1A,"group of people","'people'",people,people,CHANGE,CHANGE
149771,1A,OTHER,"'gravel'",dirt,dirt,CHANGE,CHANGE
149771,1A,boot,"'work boot'",boot,boot,CHANGE,MATCH
149771,1A,trolley,NULL,trolley,cart,NA,NRMATCH
149771,1A,fruit,NULL,OTHER,berries,NA,NRCHANGE
149771,1A,OTHER,NULL,OTHER,dunes,NA,NRMATCH
149771,1A,OTHER,NULL,OTHER,branch,NA,NRMATCH
149771,1A,rabbit,"'rabbit'",rabbit,rabbit,MATCH,MATCH
149771,1A,OTHER,NULL,OTHER,wine,NA,NRMATCH
149771,1A,rooster,NULL,rooster,hen,NA,NRMATCH
149771,1A,plug,"'socket'",OTHER,socket,CHANGE,CHANGE
149771,1A,car,NULL,car,car,NA,NRMATCH
149771,1A,"smart phone",NULL,smartphone,Q60,NA,NRCHANGE
149771,1A,teacher,"'lecturer'",lecturer,teacher,CHANGE,CHANGE
149771,1A,robot,"'android'",android,robot,CHANGE,CHANGE
149771,1A,OTHER,NULL,"disabled parking","parking sp",NA,NRCHANGE
149771,1A,road,"'avenue'",road,road,CHANGE,MATCH
149771,1A,OTHER,NULL,OTHER,beans,NA,NRMATCH
149771,1A,"rubbish bin","'rubbish bin'",bin,recycling,MATCH,CHANGE
149771,1A,baby,"'sprog'",OTHER,baby,CHANGE,CHANGE
149771,1A,alligator,"'crocodile'",crocodile,alligator,CHANGE,CHANGE
149771,1A,church,"'church'",church,church,MATCH,MATCH
149771,1A,OTHER,NULL,OTHER,athlete,NA,NRMATCH
702270,1B,"cell phone",NULL,phone,Q60,NA,NRCHANGE
702270,1B,soldier,"'soldier'",soldier,soldier,MATCH,MATCH
702270,1B,OTHER,"'socket'",socket,socket,CHANGE,CHANGE
702270,1B,priest,"'priest'",priest,priest,MATCH,MATCH
702270,1B,painter,"'artist'",artist,artist,CHANGE,CHANGE
702270,1B,plate,NULL,plate,plate,NA,NRMATCH
702270,1B,butterfly,"'butterfly'",butterfly,moth,MATCH,MATCH
702270,1B,sink,NULL,sink,sink,NA,NRMATCH
702270,1B,laptop,"'laptop'",laptop,laptop,MATCH,MATCH
702270,1B,apple,NULL,apple,peach,NA,NRMATCH
702270,1B,OTHER,"'concrete'",concrete,Q45,CHANGE,CHANGE
702270,1B,router,NULL,router,router,NA,NRMATCH
702270,1B,pipes,NULL,pipes,pipe,NA,NRMATCH
702270,1B,church,"'cathedral'",cathedral,church,CHANGE,CHANGE
702270,1B,policeman,NULL,policeman,cop,NA,NRMATCH
702270,1B,boot,"'shoe'",boot,boot,CHANGE,MATCH
702270,1B,frog,NULL,frog,frog,NA,NRMATCH
702270,1B,OTHER,NULL,OTHER,programmer,NA,NRMATCH
702270,1B,boat,"'ship'",boat,ship,CHANGE,MATCH
702270,1B,rocks,NULL,rocks,rocks,NA,NRMATCH
702270,1B,snake,"'serpent'",snake,snake,CHANGE,MATCH
702270,1B,dog,"'dog'",dog,dog,MATCH,MATCH
702270,1B,OTHER,"'cup'",cup,cup,CHANGE,CHANGE
702270,1B,car,NULL,car,car,NA,NRMATCH
702270,1B,OTHER,"'memory stick'","memory stick",USB,CHANGE,CHANGE
702270,1B,sphere,"'sphere'",sphere,sphere,MATCH,MATCH
702270,1B,clothes,NULL,clothes,clothes,NA,NRMATCH
702270,1B,throne,"'king'",,,CHANGE,MATCH
702270,1B,chair,"'couch'",chair,couch,CHANGE,MATCH
702270,1B,marijuana,"'leaf'",leaf,marijuana,CHANGE,CHANGE
702270,1B,dagger,"'knife'",knife,knife,CHANGE,CHANGE
702270,1B,OTHER,"'lecturer'",lecturer,teacher,CHANGE,CHANGE
702270,1B,"fire hydrant",NULL,"fire hydrant",cross,NA,NRMATCH
702270,1B,robot,"'robot'",robot,robot,MATCH,MATCH
702270,1B,OTHER,NULL,blossom,branch,NA,NRCHANGE
702270,1B,pills,"'medicine'",medicine,drugs,CHANGE,CHANGE
702270,1B,beans,NULL,beans,beans,NA,NRMATCH
702270,1B,alligator,"'alligator'",alligator,alligator,MATCH,MATCH
702270,1B,violin,NULL,violin,violin,NA,NRMATCH
702270,1B,"floppy disk",NULL,"floppy disk",floppy,NA,NRMATCH
702270,1B,wine,NULL,wine,wine,NA,NRMATCH
702270,1B,tablet,"'tablet'",tablet,touchpad,MATCH,MATCH
702270,1B,door,NULL,door,door,NA,NRMATCH
702270,1B,flower,NULL,flower,flower,NA,NRMATCH
702270,1B,fruit,NULL,fruit,berries,NA,NRMATCH
702270,1B,"shopping cart",NULL,trolley,cart,NA,NRCHANGE
702270,1B,fireplace,NULL,fireplace,fireplace,NA,NRMATCH
702270,1B,city,"'buildings'",buildings,city,CHANGE,CHANGE
702270,1B,flag,NULL,flag,flag,NA,NRMATCH
702270,1B,barrels,NULL,barrels,barrels,NA,NRMATCH
702270,1B,soccer,NULL,soccer,athlete,NA,NRMATCH
702270,1B,bird,NULL,bird,pigeon,NA,NRMATCH
702270,1B,"disabled parking",NULL,OTHER,"parking sp",NA,NRCHANGE
702270,1B,running,NULL,OTHER,runners,NA,NRCHANGE
702270,1B,woman,"'lady'",woman,woman,CHANGE,MATCH
702270,1B,factory,"'factory'",factory,factory,MATCH,MATCH
702270,1B,OTHER,"'sand'",sand,dirt,CHANGE,CHANGE
702270,1B,"sand dunes",NULL,"sand dunes",dunes,NA,NRMATCH
702270,1B,doctor,NULL,doctor,doctor,NA,NRMATCH
702270,1B,rat,"'mouse'",rat,mouse,CHANGE,MATCH
702270,1B,tree,NULL,tree,tree,NA,NRMATCH
702270,1B,chef,"'chef'",chef,cook,MATCH,MATCH
702270,1B,"wheely bin","'rubbish bin'","rubbish bin",recycling,CHANGE,CHANGE
702270,1B,videogames,NULL,videogames,videogame,NA,NRMATCH
702270,1B,road,"'highway'",highway,road,CHANGE,CHANGE
702270,1B,germs,"'microorganisms'",microorganisms,microbes,CHANGE,CHANGE
702270,1B,janitor,NULL,janitor,cleaner,NA,NRMATCH
702270,1B,"park bench",NULL,"park bench",bench,NA,NRMATCH
702270,1B,crowd,"'people'",people,people,CHANGE,CHANGE
702270,1B,robber,"'robber'",robber,thief,MATCH,MATCH
702270,1B,money,"'coins'",coins,money,CHANGE,CHANGE
702270,1B,beach,NULL,beach,beach,NA,NRMATCH
702270,1B,OTHER,NULL,cave,cave,NA,NRCHANGE
702270,1B,cows,"'cows'",cows,cattle,MATCH,MATCH
702270,1B,house,"'house'",house,house,MATCH,MATCH
702270,1B,bat,NULL,bat,bat,NA,NRMATCH
702270,1B,chicken,NULL,chicken,hen,NA,NRMATCH
702270,1B,rabbit,"'bunny'",rabbit,rabbit,CHANGE,MATCH
702270,1B,baby,"'sprog'",baby,baby,CHANGE,MATCH
607196,1C,soldier,"'soldier'",soldier,soldier,MATCH,MATCH
607196,1C,mouse,"'mouse'",mouse,mouse,MATCH,MATCH
607196,1C,laptop,"'laptop'",laptop,laptop,MATCH,MATCH
607196,1C,OTHER,NULL,"floppy disk",floppy,NA,NRCHANGE
607196,1C,barrels,NULL,barrels,barrels,NA,NRMATCH
607196,1C,OTHER,NULL,plant,branch,NA,NRCHANGE
607196,1C,cleaner,NULL,cleaner,cleaner,NA,NRMATCH
607196,1C,woman,"'woman'",woman,woman,MATCH,MATCH
607196,1C,rabbit,"'bunny'",rabbit,rabbit,CHANGE,MATCH
607196,1C,knife,"'knife'",knife,knife,MATCH,MATCH
607196,1C,"park bench",NULL,bench,bench,NA,NRCHANGE
607196,1C,rooster,NULL,rooster,hen,NA,NRMATCH
607196,1C,tree,NULL,tree,tree,NA,NRMATCH
607196,1C,apple,NULL,apple,peach,NA,NRMATCH
607196,1C,ship,"'ship'",ship,ship,MATCH,MATCH
607196,1C,OTHER,"'king'",king,king,CHANGE,CHANGE
607196,1C,money,"'money'",money,money,MATCH,MATCH
607196,1C,factory,"'pollution'",pollution,factory,CHANGE,CHANGE
607196,1C,teacher,"'lecturer'",lecturer,teacher,CHANGE,CHANGE
607196,1C,OTHER,NULL,OTHER,cave,NA,NRMATCH
607196,1C,OTHER,"'cathedral'",OTHER,church,CHANGE,MATCH
607196,1C,"baseball bat",NULL,"baseball bat",bat,NA,NRMATCH
607196,1C,"cell phone",NULL,"cell phone",Q60,NA,NRMATCH
607196,1C,OTHER,NULL,OTHER,doctor,NA,NRMATCH
607196,1C,"computer game",NULL,"computer game",videogame,NA,NRMATCH
607196,1C,thief,"'robber'",thief,thief,CHANGE,MATCH
607196,1C,"disabled parking",NULL,OTHER,"parking sp",NA,NRCHANGE
607196,1C,OTHER,NULL,OTHER,runners,NA,NRMATCH
607196,1C,house,"'house'",house,house,MATCH,MATCH
607196,1C,tablet,"'tablet'",tablet,touchpad,MATCH,MATCH
607196,1C,"shopping trolley",NULL,"shopping trolley",cart,NA,NRMATCH
607196,1C,wifi,NULL,wifi,router,NA,NRMATCH
607196,1C,OTHER,NULL,cross,cross,NA,NRCHANGE
607196,1C,priest,"'priest'",priest,priest,MATCH,MATCH
607196,1C,fireplace,NULL,furnace,fireplace,NA,NRCHANGE
607196,1C,robot,"'android'",android,robot,CHANGE,CHANGE
607196,1C,crocodile,"'crocodile'",alligator,alligator,MATCH,CHANGE
607196,1C,basin,NULL,OTHER,sink,NA,NRCHANGE
607196,1C,"sand dunes",NULL,OTHER,dunes,NA,NRCHANGE
607196,1C,rocks,NULL,rocks,rocks,NA,NRMATCH
607196,1C,child,"'sprog'",baby,baby,CHANGE,CHANGE
607196,1C,OTHER,"'weed'",weed,marijuana,CHANGE,CHANGE
607196,1C,beach,NULL,beach,beach,NA,NRMATCH
607196,1C,OTHER,"'pizza slice'",pizza,Q45,CHANGE,CHANGE
607196,1C,powerpoint,"'socket'",socket,socket,CHANGE,CHANGE
607196,1C,coffee,"'mug'",coffee,cup,CHANGE,MATCH
607196,1C,plumbing,NULL,pipes,pipe,NA,NRCHANGE
607196,1C,fruit,NULL,fruit,berries,NA,NRMATCH
607196,1C,cattle,"'cows'",cows,cattle,CHANGE,CHANGE
607196,1C,OTHER,"'rubbish bin'","rubbish bin",recycling,CHANGE,CHANGE
607196,1C,flower,NULL,flower,flower,NA,NRMATCH
607196,1C,flag,NULL,flag,flag,NA,NRMATCH
607196,1C,"wine glasses",NULL,"wine glasses",wine,NA,NRMATCH
607196,1C,city,"'town'",city,city,CHANGE,MATCH
607196,1C,OTHER,NULL,plate,plate,NA,NRCHANGE
607196,1C,OTHER,NULL,OTHER,beans,NA,NRMATCH
607196,1C,violin,NULL,violin,violin,NA,NRMATCH
607196,1C,OTHER,"'memory stick'","flash drive",USB,CHANGE,CHANGE
607196,1C,football,NULL,sportsman,athlete,NA,NRCHANGE
607196,1C,OTHER,NULL,door,door,NA,NRCHANGE
607196,1C,policeman,NULL,policeman,cop,NA,NRMATCH
607196,1C,couch,"'sofa'",sofa,couch,CHANGE,CHANGE
607196,1C,clothes,NULL,clothes,clothes,NA,NRMATCH
607196,1C,cook,"'chef'",cook,cook,CHANGE,MATCH
607196,1C,serpent,"'snake'",snake,snake,CHANGE,CHANGE
607196,1C,crowd,"'crowd'",crowd,people,MATCH,MATCH
607196,1C,OTHER,NULL,OTHER,frog,NA,NRMATCH
607196,1C,dog,"'wolf'",wolf,dog,CHANGE,CHANGE
607196,1C,pigeon,NULL,pigeon,pigeon,NA,NRMATCH
607196,1C,sphere,"'ball'",sphere,sphere,CHANGE,MATCH
607196,1C,OTHER,"'sand'",sand,dirt,CHANGE,CHANGE
607196,1C,bacteria,"'germs'",germs,microbes,CHANGE,CHANGE
607196,1C,drinks,NULL,OTHER,drink,NA,NRCHANGE
607196,1C,bridge,"'highway'",highway,road,CHANGE,CHANGE
607196,1C,car,NULL,car,car,NA,NRMATCH
607196,1C,OTHER,"'work boot'","work boot",boot,CHANGE,CHANGE
607196,1C,drugs,"'medicine'",medicine,drugs,CHANGE,CHANGE
607196,1C,OTHER,"'artist'",artist,artist,CHANGE,CHANGE
607196,1C,butterfly,"'butterfly'",,,MATCH,MATCH
519903,1D,"floppy disk",NULL,"floppy disk",floppy,NA,NRMATCH
519903,1D,OTHER,NULL,soccer,athlete,NA,NRCHANGE
519903,1D,fireplace,NULL,fireplace,fireplace,NA,NRMATCH
519903,1D,house,"'house'",house,house,MATCH,MATCH
519903,1D,boot,"'work boot'",boot,boot,CHANGE,MATCH
519903,1D,robot,"'android'",robot,robot,CHANGE,MATCH
519903,1D,plate,NULL,plate,plate,NA,NRMATCH
519903,1D,caretaker,NULL,janitor,cleaner,NA,NRCHANGE
519903,1D,ship,"'ship'",ship,ship,MATCH,MATCH
519903,1D,gunman,"'gunman'",OTHER,soldier,MATCH,CHANGE
519903,1D,doctor,NULL,doctor,doctor,NA,NRMATCH
519903,1D,toddler,"'kid'",child,baby,CHANGE,CHANGE
519903,1D,OTHER,NULL,OTHER,pipe,NA,NRMATCH
519903,1D,"police officer",NULL,policeman,cop,NA,NRCHANGE
519903,1D,church,"'cathedral'",church,church,CHANGE,MATCH
519903,1D,road,"'highway'",road,road,CHANGE,MATCH
519903,1D,rabbit,"'bunny'",rabbit,rabbit,CHANGE,MATCH
519903,1D,OTHER,"'electric chair'","electric chair",king,CHANGE,CHANGE
519903,1D,woman,"'woman'",woman,woman,MATCH,MATCH
519903,1D,leaf,"'leaf'",leaf,marijuana,MATCH,MATCH
519903,1D,flower,NULL,flower,flower,NA,NRMATCH
519903,1D,necklace,"'priest'",priest,priest,CHANGE,CHANGE
519903,1D,trolley,NULL,trolley,cart,NA,NRMATCH
519903,1D,cows,"'cattle'",cows,cattle,CHANGE,MATCH
519903,1D,frog,NULL,frog,frog,NA,NRMATCH
519903,1D,beans,NULL,beans,beans,NA,NRMATCH
519903,1D,tablet,"'tablet'",tablet,touchpad,MATCH,MATCH
519903,1D,OTHER,NULL,OTHER,drink,NA,NRMATCH
519903,1D,door,NULL,door,door,NA,NRMATCH
519903,1D,barrels,NULL,barrels,barrels,NA,NRMATCH
519903,1D,tree,NULL,tree,tree,NA,NRMATCH
519903,1D,"wine glasses",NULL,"wine glasses",wine,NA,NRMATCH
519903,1D,city,"'town'",city,city,CHANGE,MATCH
519903,1D,couch,"'couch'",couch,couch,MATCH,MATCH
519903,1D,bench,NULL,bench,bench,NA,NRMATCH
519903,1D,OTHER,"'concrete'",cement,Q45,CHANGE,CHANGE
519903,1D,germs,"'microorganisms'",germs,microbes,CHANGE,MATCH
519903,1D,fruit,NULL,fruit,peach,NA,NRMATCH
519903,1D,OTHER,"'sand'",OTHER,dirt,CHANGE,MATCH
519903,1D,clothing,NULL,clothes,clothes,NA,NRCHANGE
519903,1D,OTHER,NULL,OTHER,branch,NA,NRMATCH
519903,1D,bird,NULL,bird,pigeon,NA,NRMATCH
519903,1D,pacman,NULL,,,NA,MATCH
519903,1D,basin,NULL,basin,sink,NA,NRMATCH
519903,1D,teacher,"'lecturer'",teacher,teacher,CHANGE,MATCH
519903,1D,parking,NULL,parking,"parking sp",NA,NRMATCH
519903,1D,"rubbish bin","'rubbish bin'","rubbish bin",recycling,MATCH,MATCH
519903,1D,"coffee cup","'mug'",coffee,cup,CHANGE,CHANGE
519903,1D,OTHER,NULL,OTHER,rocks,NA,NRMATCH
519903,1D,mouse,"'mouse'",mouse,mouse,MATCH,MATCH
519903,1D,cave,NULL,cave,cave,NA,NRMATCH
519903,1D,coins,"'coins'",coins,money,MATCH,MATCH
519903,1D,wifi,NULL,wifi,router,NA,NRMATCH
519903,1D,crowd,"'people'",crowd,people,CHANGE,MATCH
519903,1D,OTHER,NULL,OTHER,programmer,NA,NRMATCH
519903,1D,rooster,NULL,chicken,hen,NA,NRCHANGE
519903,1D,car,NULL,car,car,NA,NRMATCH
519903,1D,berries,NULL,berries,berries,NA,NRMATCH
519903,1D,snake,"'snake'",snake,snake,MATCH,MATCH
519903,1D,artist,"'painter'",artist,artist,CHANGE,MATCH
519903,1D,OTHER,"'ball'",ball,sphere,CHANGE,CHANGE
519903,1D,OTHER,NULL,OTHER,dunes,NA,NRMATCH
519903,1D,flag,NULL,flag,flag,NA,NRMATCH
519903,1D,beach,NULL,beach,beach,NA,NRMATCH
519903,1D,OTHER,"'face'",OTHER,socket,CHANGE,MATCH
519903,1D,dog,"'wolf'",dog,dog,CHANGE,MATCH
519903,1D,medicine,"'medicine'",medicine,drugs,MATCH,MATCH
519903,1D,crocodile,"'crocodile'",crocodile,alligator,MATCH,MATCH
519903,1D,"cell phone",NULL,"cell phone",Q60,NA,NRMATCH
519903,1D,"baseball bat",NULL,bat,bat,NA,NRCHANGE
519903,1D,laptop,"'computer'",laptop,laptop,CHANGE,MATCH
519903,1D,robber,"'thief'",robber,thief,CHANGE,MATCH
519903,1D,violin,NULL,violin,violin,NA,NRMATCH
519903,1D,OTHER,"'knife'",knife,knife,CHANGE,CHANGE
519903,1D,factory,"'pollution'",factory,factory,CHANGE,MATCH
519903,1D,butterfly,"'butterfly'",butterfly,moth,MATCH,MATCH
519903,1D,cross,NULL,cross,cross,NA,NRMATCH
519903,1D,running,NULL,OTHER,runners,NA,NRCHANGE
519903,1D,chef,"'chef'",chef,cook,MATCH,MATCH
980973,1E,OTHER,NULL,door,door,NA,NRCHANGE
980973,1E,flag,NULL,flag,flag,NA,NRMATCH
980973,1E,coins,"'money'",coins,money,CHANGE,MATCH
980973,1E,doctor,NULL,doctor,doctor,NA,NRMATCH
980973,1E,cross,NULL,cross,cross,NA,NRMATCH
980973,1E,berries,NULL,berries,berries,NA,NRMATCH
980973,1E,pigeon,NULL,pigeon,pigeon,NA,NRMATCH
980973,1E,barrels,NULL,barrels,barrels,NA,NRMATCH
980973,1E,knife,"'dagger'",knife,knife,CHANGE,MATCH
980973,1E,policeman,NULL,policeman,cop,NA,NRMATCH
980973,1E,OTHER,"'socket'",OTHER,socket,CHANGE,MATCH
980973,1E,OTHER,"'ball'",ball,sphere,CHANGE,CHANGE
980973,1E,boat,"'boat'",boat,ship,MATCH,MATCH
980973,1E,mouse,"'mouse'",mouse,mouse,MATCH,MATCH
980973,1E,bacteria,"'microorganisms'",bacteria,microbes,CHANGE,MATCH
980973,1E,OTHER,NULL,cleaner,cleaner,NA,NRCHANGE
980973,1E,"train tracks","'highway'",road,road,CHANGE,CHANGE
980973,1E,factory,"'pollution'",factory,factory,CHANGE,MATCH
980973,1E,OTHER,NULL,,,NA,MATCH
980973,1E,thief,"'robber'",robber,thief,CHANGE,CHANGE
980973,1E,chef,"'cook'",chef,cook,CHANGE,MATCH
980973,1E,sink,NULL,sink,sink,NA,NRMATCH
980973,1E,violin,NULL,violin,violin,NA,NRMATCH
980973,1E,OTHER,NULL,OTHER,dunes,NA,NRMATCH
980973,1E,OTHER,NULL,OTHER,athlete,NA,NRMATCH
980973,1E,pipes,NULL,pipes,pipe,NA,NRMATCH
980973,1E,OTHER,"'crowd'",crowd,people,CHANGE,CHANGE
980973,1E,OTHER,NULL,OTHER,runners,NA,NRMATCH
980973,1E,OTHER,NULL,OTHER,cave,NA,NRMATCH
980973,1E,OTHER,"'soldier'",soldier,soldier,CHANGE,CHANGE
980973,1E,city,"'buildings'",city,city,CHANGE,MATCH
980973,1E,OTHER,"'leaf'",leaf,marijuana,CHANGE,CHANGE
980973,1E,computer,"'laptop'",laptop,laptop,CHANGE,CHANGE
980973,1E,OTHER,NULL,playstation,videogame,NA,NRCHANGE
980973,1E,OTHER,"'pizza slice'",pizza,Q45,CHANGE,CHANGE
980973,1E,OTHER,"'sprog'",baby,baby,CHANGE,CHANGE
980973,1E,car,NULL,car,car,NA,NRMATCH
980973,1E,"wine glasses",NULL,champagne,wine,NA,NRCHANGE
980973,1E,robot,"'android'",robot,robot,CHANGE,MATCH
980973,1E,rabbit,"'rabbit'",rabbit,rabbit,MATCH,MATCH
980973,1E,crocodile,"'crocodile'",crocodile,alligator,MATCH,MATCH
980973,1E,OTHER,"'artist'",artist,artist,CHANGE,CHANGE
980973,1E,woman,"'lady'",lady,woman,CHANGE,CHANGE
980973,1E,OTHER,"'cows'",cows,cattle,CHANGE,CHANGE
980973,1E,OTHER,NULL,glass,drink,NA,NRCHANGE
980973,1E,lecturer,"'lecturer'",lecturer,teacher,MATCH,MATCH
980973,1E,OTHER,NULL,OTHER,frog,NA,NRMATCH
980973,1E,couch,"'couch'",couch,couch,MATCH,MATCH
980973,1E,beach,NULL,beach,beach,NA,NRMATCH
980973,1E,"baseball bat",NULL,"baseball bat",bat,NA,NRMATCH
980973,1E,"floppy disk",NULL,"floppy disk",floppy,NA,NRMATCH
980973,1E,OTHER,NULL,OTHER,branch,NA,NRMATCH
980973,1E,medicine,"'drugs'",medicine,drugs,CHANGE,MATCH
980973,1E,OTHER,"'sand'",sand,dirt,CHANGE,CHANGE
980973,1E,house,"'house'",house,house,MATCH,MATCH
980973,1E,church,"'church'",church,church,MATCH,MATCH
980973,1E,flower,NULL,flower,flower,NA,NRMATCH
980973,1E,OTHER,NULL,OTHER,programmer,NA,NRMATCH
980973,1E,"park bench",NULL,bench,bench,NA,NRCHANGE
980973,1E,"shopping trolley",NULL,trolley,cart,NA,NRCHANGE
980973,1E,mug,"'mug'",cup,cup,MATCH,CHANGE
980973,1E,apple,NULL,apple,peach,NA,NRMATCH
980973,1E,OTHER,"'king'",king,king,CHANGE,CHANGE
980973,1E,OTHER,NULL,plate,plate,NA,NRCHANGE
980973,1E,tablet,"'touchscreen'",touchscreen,touchpad,CHANGE,CHANGE
980973,1E,butterfly,"'butterfly'",butterfly,moth,MATCH,MATCH
980973,1E,snake,"'snake'",snake,snake,MATCH,MATCH
980973,1E,boot,"'shoe'",boot,boot,CHANGE,MATCH
980973,1E,dog,"'wolf'",dog,dog,CHANGE,MATCH
980973,1E,"wheely bin","'recycling bin'","recycling bin",recycling,CHANGE,CHANGE
980973,1E,OTHER,NULL,beans,beans,NA,NRCHANGE
980973,1E,rocks,NULL,rocks,rocks,NA,NRMATCH
980973,1E,OTHER,NULL,OTHER,router,NA,NRMATCH
980973,1E,clothes,NULL,clothes,clothes,NA,NRMATCH
980973,1E,chicken,NULL,chicken,hen,NA,NRMATCH
980973,1E,priest,"'pastor'",priest,priest,CHANGE,MATCH
980973,1E,"usb stick","'usb stick'",OTHER,USB,MATCH,CHANGE
980973,1E,tree,NULL,tree,tree,NA,NRMATCH
980973,1E,fire,NULL,fire,fireplace,NA,NRMATCH
806611,1F,flag,NULL,flag,flag,NA,NRMATCH
806611,1F,violin,NULL,violin,violin,NA,NRMATCH
806611,1F,OTHER,"'pastor'",OTHER,priest,CHANGE,MATCH
806611,1F,"sun umbrella",NULL,beach,beach,NA,NRCHANGE
806611,1F,boat,"'ship'",ship,ship,CHANGE,CHANGE
806611,1F,couch,"'sofa'",couch,couch,CHANGE,MATCH
806611,1F,car,NULL,car,car,NA,NRMATCH
806611,1F,"3.5 inch disc",NULL,"floppy disk",floppy,NA,NRCHANGE
806611,1F,crocodile,"'alligator'",crocodile,alligator,CHANGE,MATCH
806611,1F,smartphone,NULL,smartphone,Q60,NA,NRMATCH
806611,1F,baby,"'sprog'",sprog,baby,CHANGE,CHANGE
806611,1F,laptop,"'computer'",computer,laptop,CHANGE,CHANGE
806611,1F,"baseball bat",NULL,"baseball bat",bat,NA,NRMATCH
806611,1F,OTHER,NULL,OTHER,programmer,NA,NRMATCH
806611,1F,mouse,"'mouse'",mouse,mouse,MATCH,MATCH
806611,1F,policeman,NULL,policeman,cop,NA,NRMATCH
806611,1F,barrels,NULL,barrels,barrels,NA,NRMATCH
806611,1F,dagger,"'knife'",knife,knife,CHANGE,CHANGE
806611,1F,pacman,NULL,pacman,videogame,NA,NRMATCH
806611,1F,flower,NULL,,,NA,MATCH
806611,1F,socket,"'face'",,,CHANGE,MATCH
806611,1F,house,"'home'",house,house,CHANGE,MATCH
806611,1F,OTHER,NULL,OTHER,frog,NA,NRMATCH
806611,1F,butterfly,"'butterfly'",butterfly,moth,MATCH,MATCH
806611,1F,chef,"'chef'",chef,cook,MATCH,MATCH
806611,1F,"wine glasses",NULL,alcohol,wine,NA,NRCHANGE
