"item","stimulusType","option1","option2","change","navigator","phase","presentation","index"
"beans","participants_turn",NA,NA,"NA","solo","naming_test","post",305
"priest","entrainment","pastor","priest","MATCH","solo","naming_test","post",306
"beach","participants_turn",NA,NA,"NA","solo","naming_test","post",307
"ship","entrainment","ship","boat","MATCH","solo","naming_test","post",308
"thief","entrainment","robber","thief","CHANGE","solo","naming_test","post",309
"clothes","participants_turn",NA,NA,"NA","solo","naming_test","post",310
"baby","valence","kid","sprog","CHANGE","solo","naming_test","post",311
"recycling","valence","recycling bin","rubbish bin","MATCH","solo","naming_test","post",312
"door","participants_turn",NA,NA,"NA","solo","naming_test","post",313
"boot","valence","work boot","shoe","MATCH","solo","naming_test","post",314
"dog","valence","wolf","dog","CHANGE","solo","naming_test","post",315
"rabbit","entrainment","rabbit","bunny","MATCH","solo","naming_test","post",316
"fireplace","participants_turn",NA,NA,"NA","solo","naming_test","post",317
"tree","participants_turn",NA,NA,"NA","solo","naming_test","post",318
"teacher","entrainment","lecturer","teacher","MATCH","solo","naming_test","post",319
"dunes","participants_turn",NA,NA,"NA","solo","naming_test","post",320
"alligator","entrainment","alligator","crocodile","CHANGE","solo","naming_test","post",321
"cop","participants_turn",NA,NA,"NA","solo","naming_test","post",322
"frog","participants_turn",NA,NA,"NA","solo","naming_test","post",323
"barrels","participants_turn",NA,NA,"NA","solo","naming_test","post",324
"cleaner","participants_turn",NA,NA,"NA","solo","naming_test","post",325
"sink","participants_turn",NA,NA,"NA","solo","naming_test","post",326
"snake","entrainment","serpent","snake","CHANGE","solo","naming_test","post",327
"cook","entrainment","cook","chef","MATCH","solo","naming_test","post",328
"house","valence","house","home","MATCH","solo","naming_test","post",329
"mouse","valence","rat","mouse","CHANGE","solo","naming_test","post",330
"flag","participants_turn",NA,NA,"NA","solo","naming_test","post",331
"socket","valence","socket","face","MATCH","solo","naming_test","post",332
"programmer","participants_turn",NA,NA,"NA","solo","naming_test","post",333
"cave","participants_turn",NA,NA,"NA","solo","naming_test","post",334
"robot","entrainment","android","robot","CHANGE","solo","naming_test","post",335
