"item","stimulusType","option1","option2","change","navigator","phase","presentation","index"
"mouse","valence","rat","mouse","MATCH","robot","collaboration","block1",198
"videogame","participants_turn",NA,NA,"NA","subject","collaboration","block1",199
"boot","valence","shoe","work boot","MATCH","robot","collaboration","block1",200
"athlete","participants_turn",NA,NA,"NA","subject","collaboration","block1",201
"cook","entrainment","cook","chef","CHANGE","robot","collaboration","block1",202
"cleaner","participants_turn",NA,NA,"NA","subject","collaboration","block1",203
"recycling","valence","rubbish bin","recycling bin","CHANGE","robot","collaboration","block2",204
"programmer","participants_turn",NA,NA,"NA","subject","collaboration","block2",205
"drugs","valence","medicine","drugs","CHANGE","robot","collaboration","block2",206
"fireplace","participants_turn",NA,NA,"NA","subject","collaboration","block2",207
"baby","valence","sprog","kid","CHANGE","robot","collaboration","block2",208
"cave","participants_turn",NA,NA,"NA","subject","collaboration","block2",209
"cook","entrainment","cook","chef","CHANGE","robot","collaboration","block2",210
"pigeon","participants_turn",NA,NA,"NA","subject","collaboration","block2",211
"boot","valence","shoe","work boot","MATCH","robot","collaboration","block2",212
"barrels","participants_turn",NA,NA,"NA","subject","collaboration","block2",213
"rabbit","entrainment","rabbit","bunny","CHANGE","robot","collaboration","block2",214
"cop","participants_turn",NA,NA,"NA","subject","collaboration","block2",215
"sphere","entrainment","sphere","ball","CHANGE","robot","collaboration","block2",216
"floppy","participants_turn",NA,NA,"NA","subject","collaboration","block2",217
"laptop","entrainment","computer","laptop","CHANGE","robot","collaboration","block2",218
"wine","participants_turn",NA,NA,"NA","subject","collaboration","block2",219
"artist","entrainment","painter","artist","MATCH","robot","collaboration","block2",220
"clothes","participants_turn",NA,NA,"NA","subject","collaboration","block2",221
"teacher","entrainment","teacher","lecturer","MATCH","robot","collaboration","block2",222
"beach","participants_turn",NA,NA,"NA","subject","collaboration","block2",223
"soldier","valence","soldier","gunman","MATCH","robot","collaboration","block2",224
"flag","participants_turn",NA,NA,"NA","subject","collaboration","block2",225
"city","valence","buildings","town","CHANGE","robot","collaboration","block2",226
"cart","participants_turn",NA,NA,"NA","subject","collaboration","block2",227
"socket","valence","socket","face","MATCH","robot","collaboration","block2",228
"berries","participants_turn",NA,NA,"NA","subject","collaboration","block2",229
"road","valence","avenue","highway","CHANGE","robot","collaboration","block2",230
"drink","participants_turn",NA,NA,"NA","subject","collaboration","block2",231
"touchpad","entrainment","tablet","touchscreen","MATCH","robot","collaboration","block2",232
"peach","participants_turn",NA,NA,"NA","subject","collaboration","block2",233
"factory","valence","pollution","factory","CHANGE","robot","collaboration","block2",234
