"item","stimulusType","option1","option2","change","navigator","phase","presentation","index"
"cook","entrainment","cook","chef","CHANGE","robot","collaboration","block2",278
"videogame","participants_turn",NA,NA,NA,"subject","collaboration","block2",279
"USB","entrainment","memory stick","usb stick","MATCH","robot","collaboration","block2",280
"athlete","participants_turn",NA,NA,NA,"subject","collaboration","block2",281
"city","valence","town","buildings","MATCH","robot","collaboration","block2",282
"cleaner","participants_turn",NA,NA,NA,"subject","collaboration","block2",283
NA,NA,NA,NA,NA,"solo","naming_test","post",284
"USB","entrainment","memory stick","usb stick","MATCH","solo","naming_test","post",285
"cleaner","participants_turn",NA,NA,NA,"solo","naming_test","post",286
"pigeon","participants_turn",NA,NA,NA,"solo","naming_test","post",287
"tree","participants_turn",NA,NA,NA,"solo","naming_test","post",288
"recycling","valence","rubbish bin","recycling bin","MATCH","solo","naming_test","post",289
"bench","participants_turn",NA,NA,NA,"solo","naming_test","post",290
"cup","entrainment","mug","cup","CHANGE","solo","naming_test","post",291
"pipe","participants_turn",NA,NA,NA,"solo","naming_test","post",292
"barrels","participants_turn",NA,NA,NA,"solo","naming_test","post",293
"car","participants_turn",NA,NA,NA,"solo","naming_test","post",294
"rabbit","entrainment","bunny","rabbit","CHANGE","solo","naming_test","post",295
"parking sp","participants_turn",NA,NA,NA,"solo","naming_test","post",296
"clothes","participants_turn",NA,NA,NA,"solo","naming_test","post",297
"peach","participants_turn",NA,NA,NA,"solo","naming_test","post",298
"boot","valence","shoe","work boot","CHANGE","solo","naming_test","post",299
"factory","valence","factory","pollution","CHANGE","solo","naming_test","post",300
"teacher","entrainment","teacher","lecturer","CHANGE","solo","naming_test","post",301
"rocks","participants_turn",NA,NA,NA,"solo","naming_test","post",302
"hen","participants_turn",NA,NA,NA,"solo","naming_test","post",303
"fireplace","participants_turn",NA,NA,NA,"solo","naming_test","post",304
"cop","participants_turn",NA,NA,NA,"solo","naming_test","post",305
"flower","participants_turn",NA,NA,NA,"solo","naming_test","post",306
"beach","participants_turn",NA,NA,NA,"solo","naming_test","post",307
"church","valence","cathedral","church","MATCH","solo","naming_test","post",308
"Q45","valence","pizza slice","concrete","CHANGE","solo","naming_test","post",309
"sink","participants_turn",NA,NA,NA,"solo","naming_test","post",310
"plate","participants_turn",NA,NA,NA,"solo","naming_test","post",311
"laptop","entrainment","laptop","computer","MATCH","solo","naming_test","post",312
"router","participants_turn",NA,NA,NA,"solo","naming_test","post",313
"ship","entrainment","boat","ship","MATCH","solo","naming_test","post",314
"floppy","participants_turn",NA,NA,NA,"solo","naming_test","post",315
"programmer","participants_turn",NA,NA,NA,"solo","naming_test","post",316
"wine","participants_turn",NA,NA,NA,"solo","naming_test","post",317
"drink","participants_turn",NA,NA,NA,"solo","naming_test","post",318
"woman","entrainment","woman","lady","MATCH","solo","naming_test","post",319
"people","valence","crowd","people","CHANGE","solo","naming_test","post",320
"sphere","entrainment","ball","sphere","MATCH","solo","naming_test","post",321
"bat","participants_turn",NA,NA,NA,"solo","naming_test","post",322
"soldier","valence","soldier","gunman","MATCH","solo","naming_test","post",323
"money","entrainment","money","coins","CHANGE","solo","naming_test","post",324
"door","participants_turn",NA,NA,NA,"solo","naming_test","post",325
"road","valence","highway","avenue","CHANGE","solo","naming_test","post",326
"socket","valence","face","socket","CHANGE","solo","naming_test","post",327
"berries","participants_turn",NA,NA,NA,"solo","naming_test","post",328
"alligator","entrainment","crocodile","alligator","MATCH","solo","naming_test","post",329
"videogame","participants_turn",NA,NA,NA,"solo","naming_test","post",330
"couch","entrainment","couch","sofa","CHANGE","solo","naming_test","post",331
"mouse","valence","rat","mouse","CHANGE","solo","naming_test","post",332
"doctor","participants_turn",NA,NA,NA,"solo","naming_test","post",333
"runners","participants_turn",NA,NA,NA,"solo","naming_test","post",334
"frog","participants_turn",NA,NA,NA,"solo","naming_test","post",335
"snake","entrainment","snake","serpent","MATCH","solo","naming_test","post",336
"house","valence","house","home","CHANGE","solo","naming_test","post",337
"beans","participants_turn",NA,NA,NA,"solo","naming_test","post",338
"microbes","valence","germs","microorganisms","MATCH","solo","naming_test","post",339
"touchpad","entrainment","touchscreen","tablet","MATCH","solo","naming_test","post",340
"violin","participants_turn",NA,NA,NA,"solo","naming_test","post",341
"thief","entrainment","thief","robber","CHANGE","solo","naming_test","post",342
"moth","valence","insect","butterfly","MATCH","solo","naming_test","post",343
"dirt","valence","sand","gravel","MATCH","solo","naming_test","post",344
"dunes","participants_turn",NA,NA,NA,"solo","naming_test","post",345
"robot","entrainment","android","robot","MATCH","solo","naming_test","post",346
"dog","valence","dog","wolf","MATCH","solo","naming_test","post",347
"artist","entrainment","artist","painter","MATCH","solo","naming_test","post",348
"cross","participants_turn",NA,NA,NA,"solo","naming_test","post",349
"knife","entrainment","dagger","knife","CHANGE","solo","naming_test","post",350
"cook","entrainment","cook","chef","CHANGE","solo","naming_test","post",351
"baby","valence","kid","sprog","MATCH","solo","naming_test","post",352
"Q60","participants_turn",NA,NA,NA,"solo","naming_test","post",353
"branch","participants_turn",NA,NA,NA,"solo","naming_test","post",354
"drugs","valence","medicine","drugs","CHANGE","solo","naming_test","post",355
"king","valence","electric chair","king","CHANGE","solo","naming_test","post",356
"cart","participants_turn",NA,NA,NA,"solo","naming_test","post",357
"priest","entrainment","pastor","priest","CHANGE","solo","naming_test","post",358
"cattle","entrainment","cows","cattle","CHANGE","solo","naming_test","post",359
"cave","participants_turn",NA,NA,NA,"solo","naming_test","post",360
"city","valence","town","buildings","MATCH","solo","naming_test","post",361
"athlete","participants_turn",NA,NA,NA,"solo","naming_test","post",362
"flag","participants_turn",NA,NA,NA,"solo","naming_test","post",363
"marijuana","valence","leaf","weed","MATCH","solo","naming_test","post",364
